ID,result
0,0.0655108243227005
1,0.10563170164823532
2,0.02368924580514431
3,0.08111802488565445
4,0.01767164282500744
5,0.06718893349170685
6,0.07315298914909363
7,0.0407971628010273
8,0.07179058343172073
9,0.1556301862001419
10,0.051089316606521606
11,0.05955217406153679
12,0.14652343094348907
13,0.1387166827917099
14,0.17558437585830688
15,0.0605325885117054
16,0.02629619464278221
17,0.07997722178697586
18,0.04151900112628937
19,0.12677417695522308
20,0.019933907315135002
21,0.039069268852472305
22,0.15201972424983978
23,0.06737155467271805
24,0.2363959103822708
25,0.07528076320886612
26,0.016918109729886055
27,0.1007622480392456
28,0.06453102827072144
29,0.20071536302566528
30,0.047717783600091934
31,0.4083367586135864
32,0.06543200463056564
33,0.013472520746290684
34,0.07074768841266632
35,0.02781609259545803
36,0.5110428929328918
37,0.08719021081924438
38,0.07259079068899155
39,0.07028931379318237
40,0.21199768781661987
41,0.0776873305439949
42,0.029034364968538284
43,0.06630412489175797
44,0.025677476078271866
45,0.17169538140296936
46,0.06914126127958298
47,0.037318866699934006
48,0.07576581835746765
49,0.11634097993373871
50,0.07456900179386139
51,0.03630385920405388
52,0.08744844794273376
53,0.06273796409368515
54,0.10069074481725693
55,0.08471158891916275
56,0.19781267642974854
57,0.03309262916445732
58,0.07049998641014099
59,0.09807700663805008
60,0.019922582432627678
61,0.057151470333337784
62,0.008800138719379902
63,0.015960050746798515
64,0.021791545674204826
65,0.03608052432537079
66,0.03177673742175102
67,0.1718428134918213
68,0.026394352316856384
69,0.034126367419958115
70,0.04327000677585602
71,0.05198471620678902
72,0.058206163346767426
73,0.04290682449936867
74,0.037955041974782944
75,0.1571090817451477
76,0.0358072966337204
77,0.06036381796002388
78,0.018920978531241417
79,0.014798486605286598
80,0.03898670896887779
81,0.08296792954206467
82,0.04027543589472771
83,0.02834843285381794
84,0.029000360518693924
85,0.2788600027561188
86,0.10065038502216339
87,0.014484100975096226
88,0.12442083656787872
89,0.017397431656718254
90,0.05515133589506149
91,0.261640727519989
92,0.04029740020632744
93,0.029746094718575478
94,0.0347195528447628
95,0.06117384508252144
96,0.08689282089471817
97,0.04777304828166962
98,0.03255816549062729
99,0.028046566992998123
100,0.12903332710266113
101,0.049298498779535294
102,0.00800629984587431
103,0.04577532410621643
104,0.02380971796810627
105,0.07773507386445999
106,0.21330399811267853
107,0.2692074477672577
108,0.026667781174182892
109,0.05340087041258812
110,0.04704108461737633
111,0.10134269297122955
